uri,cid,author_did,author_handle,author_display_name,text,created_at,reply_count,repost_count,like_count,indexed_at,langs
at://did:plc:2rsxy2ghoidd573misuatouq/app.bsky.feed.post/3luy7giklxs2f,bafyreiccapi6hi6es3al6n3m4f6s7a26n4guxj6qp5swax4dbos6psk35i,did:plc:2rsxy2ghoidd573misuatouq,luatoni.bsky.social,,Arthur de Lyra ajudando o agro em detrimento dos trabalhadores!!! Sempre o de lyra,2025-07-27T23:15:13.411Z,1,0,1,2025-07-27T23:15:13.809Z,['pt']
at://did:plc:3g27qcyy6juczfbduekqdid6/app.bsky.feed.post/3luy7au7bto24,bafyreic3mb44tt3vnfdcdt7qdd6eucbqfxfkw5e6pyf5mx35zej3qkwbme,did:plc:3g27qcyy6juczfbduekqdid6,merypatriota.bsky.social,Mery Patriota 🇧🇷,"AGRO E PATRIA! GARANTA JÁ! 🇧🇷🚜☀️

👕 Camisa Agro Patriota UV50+
💵 R$79

🔗 https://s.shopee.com.br/1g128vbzmT

#AgroPatriota #OrgulhoBrasileiro #ProtecaoUV",2025-07-27T23:12:03+00:00,0,0,0,2025-07-27T23:12:05.203Z,['pt-BR']
at://did:plc:i7us3xmoyezcuwtdgxzww4p7/app.bsky.feed.post/3luy77st2qc2k,bafyreibye6hs2bwlxhrwsui5ryeomgnl3nlbaao6dyy4ixt6ery4bcknyi,did:plc:i7us3xmoyezcuwtdgxzww4p7,clayzanfolin.bsky.social,Clayton,"Tenho um plano mais inteligente e sustentável para eles, quintal eles reflorestar parte deste deserto criado pelo agro, pois tenho certeza que a natureza vai equilibrar as coisas, ela já faz isso a milhares de anos e melhor de graça e com o efeito extra melhorar do clima e terá mais água disponível.",2025-07-27T23:11:29.294Z,0,0,1,2025-07-27T23:11:30.406Z,['pt']
at://did:plc:ex2mthxhfd542cfzxwdcjwxg/app.bsky.feed.post/3luy4qrd3pc24,bafyreiegzt7exquliy7zrm54grwrm74xgeke4jvst7f7nsf7pi52u7ag4m,did:plc:ex2mthxhfd542cfzxwdcjwxg,dioxavyer.bsky.social,Dio,"Parabéns filhos da puta do agro, caminhoneiros, e toda escória bolsonaristas e imbecis que voraram elegeram estes fascistas em SP, MG PR, RS, SC. 50% é pouco, vão se preparando...",2025-07-27T22:27:16.921Z,0,0,2,2025-07-27T22:24:18.410Z,['en']
at://did:plc:fndw4afrxnv2a7atjumixo7s/app.bsky.feed.post/3luy4dbwat22m,bafyreicreso7s4pgsjvcza44jwcvn55oroonou47tv6jg4qc72yjgksmmm,did:plc:fndw4afrxnv2a7atjumixo7s,mello1400.bsky.social,BelchimÓr 🚩,"Agro golpista do caralho!
#cadeiaparabolsonaro!
#bolsonaroPRESO2025!",2025-07-27T22:19:44.561Z,0,8,41,2025-07-27T22:20:02.503Z,['pt']
at://did:plc:cp4y6ge6a5kxymelu4n4rvoa/app.bsky.feed.post/3luy3bpbodv2h,bafyreifiixh6gkdaud2odjjgve4vnrhwut5ifbzm3tuav2apyksbnqqwjm,did:plc:cp4y6ge6a5kxymelu4n4rvoa,matediario.bsky.social,Mate Diario,Guillermo Francos defendió la baja en las retenciones al agro y confirmó que Milei vetará la ley de movilidad jubilatoria. Argumentó que el sistema de reparto no alcanza a cubrir los aumentos y criticó al kirchnerismo por el mal manejo de fondos.,2025-07-27T22:00:57.613Z,0,0,0,2025-07-27T22:00:58.002Z,['es']
at://did:plc:b4lmy4ewwuaod7jmvubpp2li/app.bsky.feed.post/3luy2on7kak2n,bafyreigfu6vjl7uoyubycababkiwggqpsycftzvpejsosp6snmsbf7ufra,did:plc:b4lmy4ewwuaod7jmvubpp2li,hectorrbruzzone.bsky.social,Hector,"#Argentina Te comes la expansión relativa, económica, por agro y energéticos, desatendiendo cuestiones estratégicas de logística y desarrollo interno, como lo social en favor de la oligarquía y los especuladores financieros, tomando deuda con contradicción equilibrio fiscal falso",2025-07-27T21:50:18.018Z,0,0,1,2025-07-27T21:50:19.306Z,['es']
at://did:plc:h7ob3232gywn5bfsnc26xgce/app.bsky.feed.post/3luy24op3j22q,bafyreihbdhjqljupm4lhxymb5yihhfpwgaczenh5c5kwreqhcibpbmasjq,did:plc:h7ob3232gywn5bfsnc26xgce,nicolasschamne.bsky.social,Nicolas Schamne,"Para este gobierno, subirle $20.000 a los jubilados “rompe el país”, pero perdonarle $3.000 millones al agro no afecta el déficit. No es austeridad, es crueldad selectiva. No lo dicen, pero lo muestran: para ellos, los viejos sobran.",2025-07-27T21:40:15.597Z,6,23,34,2025-07-27T21:40:18.011Z,['es']
at://did:plc:jdp3laxzdalwg7zlou6d7a4l/app.bsky.feed.post/3luxzieydsc2u,bafyreibkqf2mmhv65gmszusm7a2zs5mziw7saiwm7p3rhqxvawt7tz3lvm,did:plc:jdp3laxzdalwg7zlou6d7a4l,lilidadie.bsky.social,@Lili,"del agro. Además habló de las elecciones en provincia de Buenos Aires: ""Hay gente que no se quedó conforme pero vamos a trabajar todos para el mismo lado"", dijo.",2025-07-27T21:28:49.947Z,0,0,0,2025-07-27T21:28:56.624Z,['es']
at://did:plc:765gwibhy5phwzu6fdw6pli3/app.bsky.feed.post/3luxytn66rk22,bafyreidy2k2a2ivq6kjjkp3jbecjkzdcthaxckxrpmo2p2la5ivnvnmbmy,did:plc:765gwibhy5phwzu6fdw6pli3,gabirela.bsky.social,Lady Galabriela,Acho q é sobre a fala do Tarcísio sim mas até o Rodrigo Constantino conseguiu fazer mais sentido que o bananinha… só q o RC foi BURRO pq ele mandou na cara dura um “foda-se a economia” acho q o agro não vai curtir,2025-07-27T21:17:18.262Z,1,0,0,2025-07-27T21:17:19.206Z,['en']
at://did:plc:lv7ceej7morknaom6mwobc7h/app.bsky.feed.post/3luxyfjofoc2s,bafyreibn2wwgd4tnyffqdh732axj7dxluzadfuspmnc6glsrkpyp43n7qe,did:plc:lv7ceej7morknaom6mwobc7h,innergeekdesigns.bsky.social,Inner Geek Designs,This limited environment seems so high variance based on your pills the person who won our lgs prerelease pulled gas for rw agro and went under everyone,2025-07-27T21:09:24.837Z,0,0,1,2025-07-27T21:09:23.903Z,['en']
at://did:plc:fsadmwvalezitj2wa5yfkhlh/app.bsky.feed.post/3luxwkcelq22t,bafyreicemkwcui6dyo4pmrrq2poamzt36crqykkxpoqyorvd2gyjsbkthy,did:plc:fsadmwvalezitj2wa5yfkhlh,rodrigodosreis.bsky.social,Rodrigo dos Reis,"O agro, a indústria e o empresariado têm algo a dizer sobre a atitude de Eduardo Bolsonaro nos Estados Unidos?",2025-07-27T20:36:17.465Z,0,0,2,2025-07-27T20:36:17.811Z,['de']
at://did:plc:dbxn4gux24fyxuylfdhvmzx4/app.bsky.feed.post/3luxvan4bw22o,bafyreiftxfn6z2mykpinvtoh32pbcolalnwpgm3a2nryfubrx3ewktc5pe,did:plc:dbxn4gux24fyxuylfdhvmzx4,makimademon.bsky.social,Fern,"Teve um q foi falar de imposto sobre num sei o q lá do agro e o Jones: ""isso daí é isento de cobrança"". E o tonto: ""não importa"". Tipo!? Meu mano??",2025-07-27T20:12:59.439Z,1,0,0,2025-07-27T20:13:00.705Z,['pt']
at://did:plc:cjgoqbu2kxgqlvkvoxhz2f7w/app.bsky.feed.post/3luxu5ztdgc2w,bafyreifz2sk64a6ylaxni5p4buscllhy6j6sf5fj7mayksc7p5i45p7h7u,did:plc:cjgoqbu2kxgqlvkvoxhz2f7w,nadleeh.bsky.social,tea area are day 💛🤍💜🖤,"Akusti Agro is even *more* of a gundam name than spelling it correctly 

anyway I'm uhh Edre Aireit which actually kind of sounds like an antagonists name and now I'm imagining that spelling any gundam character's name backwards flips their allegiances like a mirror universe clone",2025-07-27T19:53:38.374Z,0,0,2,2025-07-27T19:53:39.104Z,['en']
at://did:plc:vp44f3l2k53cc5urxdam3h2v/app.bsky.feed.post/3luxtuuyjie2k,bafyreifihohxlsioejgw4eikdw225plzuhkjbfo2ng4ttmd5fglje2tt4i,did:plc:vp44f3l2k53cc5urxdam3h2v,clarapralon.bsky.social,Clara 🌈,DESCE PRA NOSSA PRINCESA DO AGRO ANTROPOVA,2025-07-27T19:48:31.288Z,0,0,1,2025-07-27T19:48:31.504Z,[]
at://did:plc:6dtupt3vlfszcbdqjmzv56dj/app.bsky.feed.post/3luxtueqpgc2p,bafyreietf3rxni3xiqan4oz5wjbf2hldd5mpeyrqa4j3fyagn2mvbzrjvq,did:plc:6dtupt3vlfszcbdqjmzv56dj,fackindoom.bsky.social,nesaM Doom,"They go into a house or some shit near mine and I got a lot of nails to drop before I pull my agro side out and start openly calling them bitches. I can back back up to my yard and then it's just legal to get my knife in them.

I don't want ICE here.",2025-07-27T19:48:14.278Z,0,0,1,2025-07-27T19:48:15.307Z,['en']
at://did:plc:i7fxaijay7bnvkqdzd23ta4o/app.bsky.feed.post/3luxtn5kr2c2u,bafyreidd2j5ekvwg3naugas5omlsiig425ugwupu7qag7mq3ppepxyymay,did:plc:i7fxaijay7bnvkqdzd23ta4o,abelcngl.bsky.social,Abel,"Terre contrastée que la Charente-Maritime... ici plus qu'ailleurs encore, sortir du modèle agro-industriel, de la dépendance aux pesticides, est un défi énorme et nécessaire.",2025-07-27T19:44:11.861Z,0,0,0,2025-07-27T19:44:12.802Z,['fr']
at://did:plc:2ruar6rgum65burg5jwthixl/app.bsky.feed.post/3luxsyfaevo27,bafyreiah73vqlofmfe4wx3icgw7msrggpauwj5laypdalpf47nejpdlfhu,did:plc:2ruar6rgum65burg5jwthixl,cnn-brasil.bsky.social,CNN Brasil,Tarifas dos EUA: governo mapeia mercados para redirecionar produtos do agro,2025-07-27T19:32:35.157Z,0,3,5,2025-07-27T19:32:35.406Z,[]
at://did:plc:tlbbutstkz3vf746rzl7li32/app.bsky.feed.post/3luxsibipck2m,bafyreiejors65c25ggzrjpokqq4d2fqlrustgk7wodyohcaj6phx4nswfe,did:plc:tlbbutstkz3vf746rzl7li32,trapik.bsky.social,trapik,"comment qu'ils poussent , ces soi-disant  ""agro-carburants"" ....
ben , tout bêtement avec des engrais chimiques (pétrole) ...  et ouala , le tour de bonneteau est fait ...",2025-07-27T19:23:34.474Z,0,0,2,2025-07-27T19:23:34.904Z,['fr']
at://did:plc:7rp2nmaw77bz6t446s4gtr7q/app.bsky.feed.post/3luxrsikq7w2k,bafyreiaqv6khurt62lqfnc4wrteuutebo4g5jfv4aqkisdjhtfx2klrnny,did:plc:7rp2nmaw77bz6t446s4gtr7q,meleestatspod.bsky.social,Melee Stats,"28. Astro!= won Dojo Mr. Zombie, beating agro and João Duarte (Portugal)

29. Ashley won Warlock Punch, beating 20 Buttons Louise and Bram (MT)

30. HAWKS won LRA Start, beating deluxe and Milf Hunter (CenCal)",2025-07-27T19:11:23.684Z,1,0,1,2025-07-27T19:11:24.341Z,['en']
at://did:plc:xcy65psii2zyy4qj3fcaxzbi/app.bsky.feed.post/3luxqubf4gk26,bafyreickg6xm6lwqbyn4tz5gc7ltjvtpvmneuznsm6xn5jp7kaohxim2cu,did:plc:xcy65psii2zyy4qj3fcaxzbi,cmec22.bsky.social,Chris Cooper,"Considering all the agro on the eve of the tournament with Earps leaving the squad, Hampton winning a final shootout is a just ending to this Euros. The fact it got to that stage vs this Spain team is minor-win in itself.",2025-07-27T18:54:29.231Z,0,0,1,2025-07-27T18:54:30.207Z,['en']
at://did:plc:slvf6ah427cnm757lio2cwep/app.bsky.feed.post/3luxqqqsegs27,bafyreifdg6mhntiu7b5qhkcouvyzft23dtl5v3hnqcu6eiq4dd6nl43vja,did:plc:slvf6ah427cnm757lio2cwep,sharoncarbine.bsky.social,Sharon Carbine,"It appears to me you have a Pollyanna view about MAGAts, Dr. Agro.

Sane, law-abiding Americans, like me, tried for years to talk with MAGAts. They blindly defended Donald Trump or,
more often, REFUSED to talk with me about Trump, politics & important current events. Sometimes, they were very rude!",2025-07-27T18:52:31.471Z,1,0,2,2025-07-27T18:52:31.804Z,['en']
at://did:plc:qvfaphhiomh7dkrrpbh6oqcu/app.bsky.feed.post/3luxpz35aos2r,bafyreihb5pfk6zz4xej652r4nndxbxf6kcjxyk2qlytnwjhu6ryp5tbgfa,did:plc:qvfaphhiomh7dkrrpbh6oqcu,marbirate.bsky.social,Marbirate,Je pensais aussi mais visiblement c'est une boîte agro-alimentaire. Dommage ça aurait amené de la poésie belgo belge dans cette histoire très drôle.,2025-07-27T18:39:17.008Z,1,0,0,2025-07-27T18:39:18.402Z,['fr']
at://did:plc:m4f55njfmoe2zkbf5ozyvljp/app.bsky.feed.post/3luxp4s3gek2w,bafyreibw2gpypzfbcqaeyildcyagg3ggenyu2dweskjok7nx2p5bd6rtka,did:plc:m4f55njfmoe2zkbf5ozyvljp,maelp.bsky.social,Mael (Slava Ukraini🇺🇦) (🫶 women in 🇮🇷),2 MILLIONS DE FRANÇAIS pour dire que la FNSEA sont des agro-terroristes et que le gouvernement se fout de la gueule des français qui les ont élu et paient leur salaire,2025-07-27T18:23:27.987Z,0,0,1,2025-07-27T18:23:28.210Z,['en']
at://did:plc:5d2jpuslbulrfrt2yjfwq7nz/app.bsky.feed.post/3luxnzmipqc2r,bafyreiepa5yfgto4wkv6vuw4epiu6mon6qbvynk6i7reaa3noxyyawzkae,did:plc:5d2jpuslbulrfrt2yjfwq7nz,mar-ceu.bsky.social,PINGADO PATRIOTÁRIO,"bancada da bala, do agro, evangélica, 
agora A BANCADA DE TRUMP....",2025-07-27T18:03:47.726Z,1,3,8,2025-07-27T18:03:55.208Z,['pt']
at://did:plc:s44oq6r4ki4ymxbwue2mqqh2/app.bsky.feed.post/3luxnyn2rck2y,bafyreibztfdwjqasrizhp6zqy6he7vvrkivzldt4q22kjiq2sii4fuyrwm,did:plc:s44oq6r4ki4ymxbwue2mqqh2,chistery1.bsky.social,,"Abandoned streets were great feature. No crappy traffic noise. Nice to see pods of people strolling for a change.
Imagine not having to dodge agro  drivers while cycling",2025-07-27T18:03:14.758Z,0,0,1,2025-07-27T18:03:15.606Z,['en']
at://did:plc:tpc42zt2y25vzh4a2djx5tvo/app.bsky.feed.post/3luxnizch2n2i,bafyreigzzxa7gco3nqzjf7ox7gugyyj6w5dc2eidgnfaucpggfu6lah2we,did:plc:tpc42zt2y25vzh4a2djx5tvo,newshoundai.bsky.social,NewshoundAI,Parvatipuram MLA Bonela Vijaya Chandra recently met with Chief Minister N. Chandrababu Naidu to discuss the establishment of food processing units in the Parvathipuram-Manyam district. The MLA emphasized that creating agro-based industries could significantly boost local economic activity and,2025-07-27T17:54:30.555298+00:00,1,0,0,2025-07-27T17:54:30.904Z,['en']
at://did:plc:y5inzervj3gun5qpykaiab7w/app.bsky.feed.post/3luxmb7hfgk23,bafyreihzbbqeerw7tu6hdqvurbwwl6vfwooee7uaqybzyru7fdcb2kjttm,did:plc:y5inzervj3gun5qpykaiab7w,weesickochnich.bsky.social,Schlecht gelaunt - immer,"Aber wer hat genau wo nachgegeben? Und leider sind die christlichen in weite teilen so agro, dann kann alles nicht funtionieren. Wenn ich alle anderen difarmiere, bleibt nur die FCKAFD…",2025-07-27T17:32:15.002Z,1,0,0,2025-07-27T17:32:16.110Z,['de']
at://did:plc:p4m72dwgitgpocd24c5qf6on/app.bsky.feed.post/3luxkxelbpk2b,bafyreidwojnxxstunaogzxtl4hxjagftttykagx7r47ajj2k3hnogucsa4,did:plc:p4m72dwgitgpocd24c5qf6on,silvieba.bsky.social,Silvia,"youtu.be/9PhDqrWj2Nw?...
AGRO GOLPISTAS + FARIA LIMA",2025-07-27T17:08:51.086Z,0,0,0,2025-07-27T17:08:55.707Z,['pt']
at://did:plc:kzkl2onyewbs7pehh2ellzcb/app.bsky.feed.post/3luxkillxdy2e,bafyreif2mj4sshexxwofnvuk3w4ef2r35mfr5nlidxnntujfh5x4z57tem,did:plc:kzkl2onyewbs7pehh2ellzcb,g1-bot-rss.adilson.net.br,Notícias do G1 (Não oficial),"VÍDEOS: Amazônia Agro - Acre deste domingo, 27 de julho de 2025",2025-07-27T17:00:32.848820Z,0,0,0,2025-07-27T17:00:35.213Z,['pt']
at://did:plc:5vevgd6qbhefmtsqqvynm4vf/app.bsky.feed.post/3luxkiabiv72d,bafyreibvjmdga4lvasutspkgaphcnuutfxb2ocmbmqsjzpi3plodns7vii,did:plc:5vevgd6qbhefmtsqqvynm4vf,g1-news.bsky.social,G1 (Não Oficial),"VÍDEOS: Amazônia Agro - Acre deste domingo, 27 de julho de 2025",2025-07-27T14:00:23-03:00,0,0,0,2025-07-27T17:00:23.903Z,['en']
at://did:plc:giwydahsenavwhkf425uln6x/app.bsky.feed.post/3luxjb7xaq22u,bafyreifkeil6csxmauheuee22gaiwc32tl4x2ohiaufny6djiz6qylluia,did:plc:giwydahsenavwhkf425uln6x,uoly.bsky.social,Uoly,Pareceu a @tvglobo.com ontem tentando convencer que o agro causar desemprego em massa no campo é melhor para todo mundo rs,2025-07-27T16:38:34.297Z,0,0,8,2025-07-27T16:38:38.711Z,['pt']
at://did:plc:g6ky3jkhyiew3kwuornl5ld3/app.bsky.feed.post/3luxgbpklpc2p,bafyreigyuhssiqsufxkrudpyrcqazsloudblx4tpfnhgpnkmlfr56azvtm,did:plc:g6ky3jkhyiew3kwuornl5ld3,wfs25firmino.bsky.social,Wfs🎶Firmino🚩,"O pessoal do agro são os que mais vão se foder com as tarifas do Trump. Na época das vacas gordas, apoiam os EIA, Israel, financiam golpe, amam Bolsonaro etc. qdo à água bate na bum da, querem incentivos e o nosso dinheiro para não quebrar. #Lula, manda esses chupins procurar o Eduardo po",2025-07-27T15:45:09.433Z,0,0,0,2025-07-27T15:45:09.911Z,['pt']
at://did:plc:thkxnsenkekh7wu2k56lzsd5/app.bsky.feed.post/3luxf7qduba2y,bafyreibavlikguvsc6s6t6sazez4xbdvke2ii4bvmlv62of64ktwggqeau,did:plc:thkxnsenkekh7wu2k56lzsd5,santodomingonews.bsky.social,Santo Domingo News, 💥Ver Artículo: https://sondeolatino.net/mundo-news/argentina-milei-recorta-impuestos-a-las-exportaciones-del-agro-en-busca-de-mayor-competitividad/,2025-07-27T15:26:09+00:00,0,0,0,2025-07-27T15:26:09.701Z,[]
at://did:plc:thkxnsenkekh7wu2k56lzsd5/app.bsky.feed.post/3luxf7pldmx2a,bafyreigthnsr2abybc4csov6vrr72avp2cc5wn7sqff6wicqjm72p6nrie,did:plc:thkxnsenkekh7wu2k56lzsd5,santodomingonews.bsky.social,Santo Domingo News,"🔴 | Argentina: Milei recorta impuestos a las exportaciones del agro en busca de mayor competitividad

✅ | Mundo News #News  #RD

  El presidente de la Nación, Javier Milei, anunció en el acto oficial de la 137º Exposición Rural de Palermo un cambio en el esquema de derechos de exportación ",2025-07-27T15:26:07+00:00,1,0,0,2025-07-27T15:26:09.404Z,[]
at://did:plc:sdeen2vec5khyegioktmtbfp/app.bsky.feed.post/3luxenm2xvc2x,bafyreigckirdvutypmfksfw6rgd3nduojiyhmrpiufrevblu4d5h5ibw3q,did:plc:sdeen2vec5khyegioktmtbfp,wh22b.bsky.social,Herman Brinkhorst,Big-agro wil zo veel mogelijk megastallen voor megawinsten en BBB is big-agro ... .,2025-07-27T15:16:00.946Z,0,0,7,2025-07-27T15:16:01.603Z,['en']
at://did:plc:zxyeyfkls64xcm6ecrzud5g5/app.bsky.feed.post/3luxemioknt2w,bafyreicnui2n4koggkzr5ttgry67lfoyuqh6m6lwfnxde7g5bps37hzxhi,did:plc:zxyeyfkls64xcm6ecrzud5g5,uol-news.bsky.social,UOL Notícias (Não Oficial),Gigante de cripto vai minerar bitcoin com energia do agro e subsídio estadual; entenda como funciona,2025-07-27T12:15:23-03:00,0,0,0,2025-07-27T15:15:24.701Z,['en']
at://did:plc:tv7p743ur5d6fongxhjfltrv/app.bsky.feed.post/3luxeky7zfk25,bafyreicdk7gaqog4spug45vyrcarkt65ly6cmvluykgijmxjgp567s6a7y,did:plc:tv7p743ur5d6fongxhjfltrv,rosepaixao.bsky.social,Rose Paixão - Fim da escala 6x1,"E o pessoal do agro?
🇧🇷👀🔥🔥🔥
youtu.be/9PhDqrWj2Nw",2025-07-27T15:14:33.031Z,0,7,15,2025-07-27T15:14:35.803Z,['pt']
at://did:plc:y545canthvu4hk5bg4jdwh2t/app.bsky.feed.post/3luxelvsgjy26,bafyreifxsnayatpyiyhvgs4ybvr6ztle522hc2irfzu667dbam5rffeu6q,did:plc:y545canthvu4hk5bg4jdwh2t,nopaywall.bsky.social,Notícias Sem Paywall,"Notícia da @folha.com

""Gigante de cripto vai minerar bitcoin com energia do agro e subsídio estadual; entenda como funciona""

Link sem paywall ⬇️
",2025-07-27T12:03:12-03:00,0,0,1,2025-07-27T15:15:04.213Z,[]
at://did:plc:b4ryybeyqaibhb4d5ksvwsz3/app.bsky.feed.post/3luxdtp2zef2o,bafyreiaddlfyuelznqcbvzhzuj6ypjnv4sbrsrvam73uokoxvt2bplwd4a,did:plc:b4ryybeyqaibhb4d5ksvwsz3,michalblaha.cz,Michal Bláha,Agro Merin a Agro 2000 nepatří Babišovi. Do tabulky nepatří. Omlouvám se za nepřesnost.,2025-07-27T15:01:31.677Z,0,0,9,2025-07-27T15:01:32.804Z,['cs']
at://did:plc:4un2oukj7hm6hrdrzrjqu2hy/app.bsky.feed.post/3luxdqlrug22s,bafyreiah3fkevvseby556egvwwz5kfg42cmbyxjpa5wuypyj2rtcryxcjm,did:plc:4un2oukj7hm6hrdrzrjqu2hy,mariette1.bsky.social,Mariette1,Megastallen zijn goed voor de omzet van big agro. Voor BBB zijn boeren slechts pionnen op het bord,2025-07-27T14:59:47.569Z,0,0,14,2025-07-27T14:59:48.202Z,['nl']
at://did:plc:33xdkrxlt5ftma6ecc6xi6lw/app.bsky.feed.post/3luxd4hk64g2h,bafyreia5vhdrt7xeiyop5tsprjqf2tr5uttsxn7wd477xczwrvf3ikl32m,did:plc:33xdkrxlt5ftma6ecc6xi6lw,lacostahoy.com,La Costa Hoy,"Otro gesto hacia el agro: un representante de la Sociedad Rural se une al Gobierno. 
En un nuevo guiño al campo, tras el anuncio de baja de retenciones que fue celebrado por el sector agropecuario, el Gobierno de Javier Milei designar 
https://lacostahoy.com/index.php/2025/07/27/otro-gesto-hacia-el",2025-07-27T14:48:31+00:00,0,0,0,2025-07-27T14:48:32.803Z,[]
at://did:plc:qgmo4w2fsmz44kyqxbthbh3j/app.bsky.feed.post/3luxcquivwk2b,bafyreicn6xjqpml7ijhdq25wi54x5axzsbl4vdb6n2fd5qdaj7eubyzaqa,did:plc:qgmo4w2fsmz44kyqxbthbh3j,janda1945.bsky.social,Jandira Lula da Silva,"E o Agro hein???? Vai vender pro ""Trumpi""???",2025-07-27T14:42:02.971Z,0,0,0,2025-07-27T14:42:04.104Z,['en']
at://did:plc:asgdwcprq7rkdfeskpecgsks/app.bsky.feed.post/3luxbi5ksyk2u,bafyreibgyvjgqw4mqtm4yqo43tualq7bnxees4qny2rn54s6mbgwqfkyjq,did:plc:asgdwcprq7rkdfeskpecgsks,vanessa-cm.bsky.social,Recifense com frio,"#VetaLula
Desde quando raposas sabem cuidar do galinheiro de onde eles comem as galinhas?

O agro mata!",2025-07-27T14:19:16.738Z,0,0,1,2025-07-27T14:19:17.103Z,['pt']
at://did:plc:pn5cxpd6sbhckp33wkup4z36/app.bsky.feed.post/3luxaasc7rs2y,bafyreig2mcviyoxpgvvjb262jjxse65pcb2viyxej3shkde54zackv6uo4,did:plc:pn5cxpd6sbhckp33wkup4z36,lola-montez.bsky.social,Coleção de pentes de cabelo,"""ain é problematico isso de livros moldar sua personalidade"" me desculpa amiga mas nacida e criada em piraporinha do sul com uma mãe que fiscalizava TODO meu consumo de coisas só me sobrou livros pra referências q não são o agro pq entrava na categoria dela de ""se é livro não pode ser ruim""",2025-07-27T13:57:16.300Z,1,0,1,2025-07-27T13:57:18.503Z,['pt']
at://did:plc:jwdqzs3qjx3r3475elrb6ss3/app.bsky.feed.post/3lux7gdpu6k2s,bafyreibqruqvt4ce3bbtrviwvsqx66j5aqfotzaqenze2okg37vhykqcr4,did:plc:jwdqzs3qjx3r3475elrb6ss3,vinicius-egm.bsky.social,Vinicius Eduardo,"#agropecuaria #agro #agronegocio #agrobrasil #agronegociobrasil #morte #veneno #tristeza #riqueza #dor #BolsonarismoNuncaMais #BolsonarismoMata #bolsonarismoécrime 
www.youtube.com/watch?v=IJKF...",2025-07-27T13:42:28.602Z,0,0,0,2025-07-27T13:42:35.408Z,['pt']
at://did:plc:32ovrmwlnufao3is766r2n4q/app.bsky.feed.post/3lux6sh3vtk2t,bafyreigvabj2ahwljdrm7mmymwzbbi3vwzfaycgaabbxlckzorj7xdyhoy,did:plc:32ovrmwlnufao3is766r2n4q,alvesdemoura.bsky.social,Eduardo Alves ,"Adoraria ver publicação dos endereços das embaixadas, Consulado e sedes de empresas dos americanos no Brasil. Serviria de sugestão p/os empresários e o agro financiarem Fretamentos e Acampamentos Golpistas p/ eleições de 2026!  Duvido q/consigam acampar p/1 dia! 
noticias.uol.com.br/colunas/mari...",2025-07-27T13:31:21.055Z,1,0,3,2025-07-27T13:31:22.121Z,['pt']
at://did:plc:fjlugkcots5ifzzhq7ie3mbc/app.bsky.feed.post/3lux5m3lgas23,bafyreih73uddn5hdfqf7hbeld3wddbauyes5zzwfdkwwvlgo64ib3tokju,did:plc:fjlugkcots5ifzzhq7ie3mbc,carpen.bsky.social,,"plantarcrescercolher.blogspot.com/2015/10/econ...

O desenvolvimento da produção e do mercado do milho devem ser analisados, preferencialmente, sob a ótica das cadeias produtivas ou dos sistemas agro-industriais",2025-07-27T13:09:53.911Z,0,0,0,2025-07-27T13:09:58.609Z,['pt']
at://did:plc:vv3iu5cqar5dcd4szpcnva5p/app.bsky.feed.post/3lux4r4kd6k27,bafyreig6dzsof4jlnvp7m5wcdp4f5revncrxj45nitq6mlttad6efsoxhi,did:plc:vv3iu5cqar5dcd4szpcnva5p,joseluisdela.bsky.social,J.L. de la Vega,"Así es. Las políticas urbanitas de waldisney han alejado al agro de la izquierda, cuando no tendría que ser así",2025-07-27T12:54:48.955Z,0,0,2,2025-07-27T12:54:50.604Z,['es']
at://did:plc:mmfstj3aoyjlakckupdhgntu/app.bsky.feed.post/3lux4mw5wus2r,bafyreiha77rk5lajd64rl4qlun5mu3plhgm2dx47yzkrqsq2klgmlym42q,did:plc:mmfstj3aoyjlakckupdhgntu,flaviaward.bsky.social,Flavia Ward 🌼🌱,"Eu tava pensando nisso ontem do “agro não para” pq apareceu nas lembranças do telefone, eu no meio da pandemia, viajando pra atender morte de abelhas. Em outro dia, sem vacina, fazendo sorologia de vaca. E todo dia indo pra escritório atender produtor q tem q manejar o rebanho.
Parar não foi opção",2025-07-27T12:52:28.040Z,2,0,11,2025-07-27T12:52:29.003Z,['pt']
at://did:plc:mmfstj3aoyjlakckupdhgntu/app.bsky.feed.post/3lux4bq3e322r,bafyreih7cmg3rpcpijzxhfp7kmpel7v5hdamaprbes2ix4kguyqglf7ezy,did:plc:mmfstj3aoyjlakckupdhgntu,flaviaward.bsky.social,Flavia Ward 🌼🌱,"Tava pensando nessa frase do “agro não para”. Não é opção. A gnt tá tratando de animais, plantas. Não tem como parar, tirar férias, pegar folga. A vida não para.",2025-07-27T12:46:12.565Z,1,1,20,2025-07-27T12:46:13.407Z,['pt']
